date,VNINDEX_close,VNINDEX_volume,VN30_close,VN30_volume,HNXINDEX_close,HNXINDEX_volume,UPCOMINDEX_close,UPCOMINDEX_volume,MBB_close,MBB_volume
2021-02-22,1175.04,544725500,1180.55,175256400,237.97,104566337,76.57,38107059,8.93,19791100
2021-02-23,1177.64,547654100,1182.47,195049200,238.78,124703167,76.47,42307047,9.16,31587900
2021-02-24,1162.01,547876300,1167.18,178724400,237.89,148639107,76.22,55102798,9.03,19888900
2021-02-25,1165.43,470045900,1169.82,158378900,246.2,113362762,76.48,36407235,9.13,17887600
2021-02-26,1168.47,508201200,1173.6,178992100,249.22,113027062,76.64,67241137,9.24,22352200
2021-03-01,1186.17,575763900,1191.83,191028700,252.37,121160252,77.15,70887650,9.48,22065400
2021-03-02,1186.61,513786800,1194.71,169421200,247.94,111067422,77.46,51313679,9.4,14005100
2021-03-03,1186.95,565135800,1195.6,154440900,254.1,118078208,78.1,58457500,9.36,16468900
2021-03-04,1168.52,614464500,1174.29,183128200,255.77,171277656,77.96,108826670,9.08,23153000
2021-03-05,1168.69,539078500,1174.16,204819700,259.8,151837717,78.56,117897792,9.14,19035300
2021-03-08,1168.27,610284000,1170.0,164933700,263.42,143326715,79.42,80891020,9.23,14809500
2021-03-09,1161.97,577091500,1163.0,159976000,264.83,143878969,79.54,89469255,9.13,12179900
2021-03-10,1170.08,548935700,1172.26,156010800,267.1,147168549,80.24,57515775,9.35,21590100
2021-03-11,1181.73,569875500,1188.71,167311800,273.52,158702767,80.34,55887470,9.44,16459200
2021-03-12,1181.56,572921600,1187.81,147251900,273.91,140815735,80.33,82974550,9.44,16339100
2021-03-15,1184.56,618373300,1190.86,149674500,275.19,136837453,80.82,51439911,9.66,23273400
2021-03-16,1179.9,609049000,1187.84,163858900,275.88,164936693,80.93,71981660,9.58,12749900
2021-03-17,1186.09,629310900,1193.45,193596700,276.55,142987724,81.71,81637201,9.7,14185100
2021-03-18,1200.94,555529500,1211.54,155167300,277.48,143093257,81.69,50601749,9.76,13051200
2021-03-19,1194.05,583286900,1203.36,171417400,277.7,140322896,81.48,113198236,9.76,9917000
2021-03-22,1194.43,608555500,1198.54,161297800,274.84,131598669,81.28,60562296,9.58,15628700
2021-03-23,1183.45,626594800,1186.98,155689000,272.34,163960658,81.14,58920987,9.48,15105300
2021-03-24,1161.81,633107300,1167.49,189329400,268.69,168551684,80.5,74290382,9.23,16076400
2021-03-25,1163.1,592884200,1164.64,165895200,267.19,107194292,80.38,51064019,9.21,13199800
2021-03-26,1162.21,612775600,1167.19,172710300,270.96,215622952,79.85,110459427,9.19,14311100
2021-03-29,1175.68,576722900,1180.07,145667400,276.16,170220537,80.52,56531715,9.44,16883500
2021-03-30,1186.36,682885100,1190.86,217511900,281.14,160783444,80.63,53723258,9.46,13184900
2021-03-31,1191.44,652432200,1196.24,171904000,286.67,210779964,81.41,88912969,9.41,10510400
2021-04-01,1216.1,617974300,1226.16,222239500,292.4,187336986,81.71,74371686,9.76,19588200
2021-04-02,1224.45,590027100,1238.03,199249300,294.89,178006432,82.27,113619406,9.9,17890400
2021-04-05,1236.05,614658300,1249.9,219162300,291.24,149004209,82.84,85729780,10.16,26102300
2021-04-06,1239.96,636394100,1255.36,222982600,291.68,189576119,82.6,81851697,10.5,33236600
2021-04-07,1242.38,658286800,1257.77,213314200,292.84,157636222,82.56,77246566,10.63,23620400
2021-04-08,1234.89,617808800,1251.81,161341700,293.75,178358127,83.07,91256591,10.43,22368700
2021-04-09,1231.66,638997900,1253.26,173791500,293.79,160773693,83.01,109562294,10.48,16904800
2021-04-12,1252.45,830823700,1278.19,267960600,295.53,183188830,84.1,79831791,10.58,16624100
2021-04-13,1248.33,950518900,1277.35,255773400,292.19,227435372,83.13,117135171,10.4,22558600
2021-04-14,1255.87,788216400,1290.77,207521100,294.83,155331024,83.4,75799898,10.45,15096700
2021-04-15,1247.25,741312300,1284.2,236678100,296.12,157389076,82.7,73288247,10.23,18900600
2021-04-16,1238.71,920678200,1276.87,247667200,293.11,218553575,81.79,129582833,10.1,17708300
2021-04-19,1260.58,741859400,1306.22,210596900,295.75,151356123,81.99,56404452,10.2,13993700
2021-04-20,1268.28,746192400,1312.68,244920500,296.48,155994338,81.73,66763333,10.2,12942400
2021-04-22,1227.82,699782600,1271.53,250929834,287.04,168423134,79.75,64554286,9.76,13234000
2021-04-23,1248.53,652051800,1301.39,245629900,283.63,137591146,80.4,111484649,10.13,16710100
2021-04-26,1215.77,661919500,1275.04,216946500,280.68,127927049,79.42,50785605,9.9,14253600
2021-04-27,1219.75,522912500,1283.81,171780800,280.56,100361765,79.41,39169704,9.9,10054300
2021-04-28,1229.55,566130400,1294.06,206895500,282.07,85772532,80.12,30104907,10.11,17389600
2021-04-29,1239.39,591216700,1312.28,242336900,281.75,85159764,80.68,41582916,10.15,18937600
2021-05-04,1242.2,687879600,1328.03,274202700,277.71,100597636,79.86,40515134,10.45,24397100
2021-05-05,1256.43,656695400,1346.89,274663200,280.93,115064476,80.66,52626921,10.6,25875400
2021-05-06,1250.57,643017200,1344.64,226859700,281.09,112032968,81.18,53706362,10.56,18915500
2021-05-07,1241.81,718314800,1340.73,291435700,279.86,114839125,80.85,98957097,10.56,24764800
2021-05-10,1259.58,701147100,1370.66,302727000,280.27,109923189,80.84,53883365,11.1,36389900
2021-05-11,1256.04,678077300,1359.19,262049600,279.76,110156837,81.07,47732846,10.93,20385100
2021-05-12,1269.09,636352400,1380.17,264230000,282.33,88940900,81.47,48628127,11.1,21106000
2021-05-13,1261.99,654225600,1370.18,271897300,287.03,118866406,81.17,52313024,11.02,26896800
2021-05-14,1266.36,648712400,1380.02,251133900,294.72,139312343,81.0,86164874,11.03,21651900
2021-05-17,1258.7,674186900,1371.36,254610700,296.79,128831173,80.42,46271013,11.0,19181800
