date,VNINDEX_close,VNINDEX_volume,VN30_close,VN30_volume,HNXINDEX_close,HNXINDEX_volume,UPCOMINDEX_close,UPCOMINDEX_volume,HPG_close,HPG_volume
2010-06-29,510.7,41531730,,,161.3,32910600,47.91,775028.0,1.51,285000
2010-06-30,507.1,47489060,,,158.8,31322500,48.45,566440.0,1.52,196340
2010-07-01,504.0,40518620,,,158.0,28782400,49.78,682218.0,1.49,71850
2010-07-02,503.7,37498110,,,158.4,30162200,52.2,2679791.0,1.48,378360
2010-07-05,506.5,35628810,,,158.3,24942000,54.45,1649702.0,1.5,274180
2010-07-06,500.8,45812930,,,155.8,31775300,56.92,2478406.0,1.46,213890
2010-07-07,496.9,39397660,,,155.1,28647200,56.8,1551920.0,1.44,120370
2010-07-08,498.6,36297140,,,155.6,26535700,55.55,1293935.0,1.42,161800
2010-07-09,499.5,28816790,,,156.2,28756000,55.99,864919.0,1.42,264450
2010-07-12,499.9,28099180,,,157.6,26558200,55.56,1389362.0,1.42,271470
2010-07-13,509.1,43469690,,,161.9,40591600,57.86,1383270.0,1.46,358710
2010-07-14,507.3,49448520,,,162.4,51448600,58.63,2085666.0,1.44,273770
2010-07-15,505.2,38760690,,,160.7,40725300,60.3,1329005.0,1.43,177430
2010-07-16,506.2,43141430,,,161.1,39076500,,,1.43,176920
2010-07-19,506.8,40064560,,,160.4,39962800,58.42,2307285.0,1.43,229210
2010-07-20,506.6,42732900,,,160.2,48341500,56.9,1302950.0,1.42,166700
2010-07-21,505.4,44177260,,,159.0,45921000,55.47,1044370.0,1.41,193420
2010-07-22,500.3,45653210,,,157.7,35440100,54.88,1026470.0,1.4,114970
2010-07-23,500.3,36636840,,,158.0,31639300,54.79,846110.0,1.39,260170
2010-07-26,498.1,39870750,,,155.7,27173200,54.31,740700.0,1.39,166160
2010-07-27,497.7,41159910,,,154.9,29763300,53.03,796275.0,1.37,476650
2010-07-28,491.0,39672950,,,152.4,31995500,52.14,777580.0,1.34,318900
2010-07-29,491.1,35014480,,,153.0,32397800,52.58,575640.0,1.3,472220
2010-07-30,493.9,39404910,,,153.3,28842000,52.55,747652.0,1.31,438740
2010-08-02,491.6,34171500,,,151.4,23606800,51.77,511900.0,1.31,266850
2010-08-03,491.9,38497170,,,150.5,26759800,,,1.33,504480
2010-08-04,486.7,34948650,,,147.9,30098800,50.54,642141.0,1.35,432320
2010-08-05,486.2,31779900,,,147.5,25120300,51.24,929988.0,1.33,145120
2010-08-06,482.8,30979570,,,146.1,25444000,50.45,370620.0,1.36,317880
2010-08-09,472.7,39775680,,,141.9,32067500,49.36,638100.0,1.33,386720
2010-08-10,461.7,48425490,,,137.9,36742300,48.59,921470.0,1.29,509940
2010-08-11,463.1,33729110,,,139.1,28884400,49.38,515457.0,1.27,487330
2010-08-12,448.4,46662940,,,132.0,35284500,48.11,567267.0,1.22,617570
