date,VNINDEX_close,VNINDEX_volume,VN30_close,VN30_volume,HNXINDEX_close,HNXINDEX_volume,UPCOMINDEX_close,UPCOMINDEX_volume,HPG_close,HPG_volume
2012-04-17,472.84,95743250.0,544.13,32161550.0,79.91,99411400.0,35.22,233100.0,1.13,1531390.0
2012-04-18,472.16,119699530.0,541.6,37950780.0,79.33,104588500.0,35.28,273200.0,1.09,2177160.0
2012-04-19,467.08,119923140.0,533.68,29899980.0,77.5,96034900.0,35.07,268400.0,1.06,1440650.0
2012-04-20,465.72,82431400.0,533.74,21762350.0,77.75,65939100.0,35.06,126900.0,1.06,548020.0
2012-04-23,465.17,60229240.0,533.6,16134950.0,77.81,53188500.0,34.88,318700.0,1.06,490140.0
2012-04-24,465.65,69115350.0,534.89,18822090.0,78.57,61443200.0,35.18,293300.0,1.08,631540.0
2012-04-25,472.87,83805110.0,542.78,24328170.0,79.55,80530300.0,35.19,151000.0,1.12,590810.0
2012-04-26,470.21,89707640.0,538.1,22637170.0,78.74,69368900.0,35.31,188500.0,1.09,743100.0
2012-04-27,473.77,80076110.0,541.2,18517320.0,79.86,65883800.0,35.07,351000.0,1.1,446260.0
2012-04-30,473.77,80076110.0,541.2,18517320.0,79.86,65883800.0,35.07,351000.0,1.1,446260.0
2012-05-01,473.77,80076110.0,541.2,18517320.0,79.86,65883800.0,35.07,351000.0,1.1,446260.0
2012-05-02,472.46,114881780.0,539.72,24514390.0,79.35,87132000.0,35.13,518000.0,1.07,630860.0
2012-05-03,468.8,100543120.0,536.1,24058930.0,79.69,87201600.0,35.01,279600.0,1.06,506800.0
2012-05-04,476.32,97867600.0,542.5,27040280.0,81.27,98135200.0,35.15,286900.0,1.1,394020.0
2012-05-07,486.31,92050850.0,552.3,27745500.0,83.79,94304100.0,35.16,569000.0,1.11,892230.0
2012-05-08,488.07,126988850.0,557.02,38157830.0,83.64,111859500.0,35.49,609900.0,1.14,1415140.0
2012-05-09,487.62,109813000.0,557.35,26645270.0,83.76,78040100.0,35.34,356100.0,1.14,660830.0
2012-05-10,486.07,124478310.0,554.74,32479070.0,83.23,98405800.0,35.57,362500.0,1.14,630680.0
2012-05-11,480.1,110416050.0,547.94,24157180.0,81.58,82650300.0,35.67,289000.0,1.15,1034400.0
2012-05-14,469.69,88313720.0,536.35,29196100.0,78.84,88499000.0,35.44,328400.0,1.09,771150.0
2012-05-15,455.65,91695260.0,522.9,30385460.0,76.81,75335500.0,35.26,255700.0,1.06,1008300.0
2012-05-16,449.91,83065900.0,519.7,24856130.0,77.55,63276200.0,35.56,209600.0,1.04,822540.0
2012-05-17,442.58,69652870.0,513.46,19892170.0,76.15,47954300.0,35.61,172500.0,1.03,549650.0
2012-05-18,434.95,76373980.0,504.61,29219270.0,73.81,71913700.0,35.95,185000.0,1.02,888210.0
2012-05-21,448.02,63857490.0,518.86,15988150.0,76.84,41486900.0,36.27,176400.0,1.05,407080.0
2012-05-22,447.94,60518060.0,516.86,18684970.0,76.46,51065200.0,36.4,133600.0,1.05,196600.0
2012-05-23,436.75,56528440.0,508.45,18270990.0,73.61,48823700.0,36.24,144900.0,1.04,535500.0
2012-05-24,426.92,52125440.0,501.58,18293420.0,73.66,49648100.0,36.22,153500.0,1.02,601740.0
2012-05-25,437.38,57164750.0,514.27,16691520.0,76.06,47536900.0,36.49,408500.0,1.06,408890.0
2012-05-28,435.48,64208990.0,513.44,18686950.0,75.6,52297400.0,36.49,254800.0,1.05,95030.0
2012-05-29,431.44,45872090.0,510.81,12832450.0,75.3,30245500.0,36.38,357300.0,1.03,239680.0
2012-05-30,435.34,43279360.0,513.38,13465860.0,75.62,29440500.0,36.44,237400.0,1.02,139860.0
2012-05-31,429.2,45434610.0,507.07,12134860.0,74.07,37641800.0,36.3,303400.0,1.02,394430.0
2012-06-01,428.8,40392570.0,505.65,10867510.0,74.36,29862200.0,36.02,225300.0,1.02,317420.0
2012-06-04,416.65,62960500.0,492.89,24662290.0,72.51,40830600.0,35.85,260600.0,0.98,582860.0
2012-06-05,421.02,44526700.0,498.02,16852650.0,73.58,33631000.0,35.86,302900.0,0.98,653590.0
2012-06-06,426.39,43021960.0,504.11,13196930.0,73.78,32907500.0,35.77,188700.0,1.0,336910.0
2012-06-07,434.41,63449670.0,509.41,22683510.0,75.87,71012200.0,35.81,239400.0,1.02,331110.0
2012-06-08,432.9,80032950.0,508.15,22572550.0,75.08,69525500.0,35.92,386700.0,1.02,153760.0
2012-06-11,432.5,53036630.0,509.99,19853360.0,75.8,57564100.0,36.08,265600.0,1.02,117550.0
2012-06-12,428.16,51907140.0,506.49,15637390.0,74.6,40965200.0,36.33,228100.0,1.01,185410.0
2012-06-13,427.61,45700390.0,504.19,19132000.0,74.76,34793400.0,36.33,158000.0,1.0,279680.0
2012-06-14,425.28,42057240.0,500.24,18984350.0,74.24,32931100.0,36.21,167000.0,1.0,308650.0
2012-06-15,433.09,69270580.0,507.94,41932730.0,74.84,44463500.0,36.48,108300.0,1.05,845890.0
2012-06-18,435.59,56097120.0,510.81,22566550.0,74.9,40596900.0,36.42,407900.0,1.06,145550.0
2012-06-19,431.08,38876330.0,506.67,12686660.0,74.08,29711200.0,36.31,254700.0,1.03,195360.0
2012-06-20,432.89,29000070.0,508.23,10659030.0,74.36,20772900.0,36.31,334300.0,1.03,82290.0
2012-06-21,431.14,37060530.0,504.71,13235290.0,73.9,21626300.0,36.43,263700.0,1.03,78090.0
2012-06-22,427.17,48829270.0,500.34,17344890.0,73.31,37655800.0,36.24,340100.0,1.03,79400.0
2012-06-25,424.12,46962430.0,498.09,16440300.0,71.8,37923500.0,36.45,363300.0,1.03,131080.0
2012-06-26,419.19,45757250.0,493.73,17757760.0,71.11,39171000.0,36.41,282800.0,1.02,126200.0
2012-06-27,418.04,38165550.0,492.77,13389820.0,70.7,30779300.0,36.4,284700.0,1.03,109420.0
2012-06-28,418.16,34918150.0,491.71,11860590.0,71.36,30326400.0,36.41,399600.0,1.02,60440.0
2012-06-29,422.37,28907980.0,497.73,9128190.0,71.07,22078300.0,36.49,157900.0,1.02,49580.0
2012-07-02,419.3,29566340.0,492.66,12212060.0,70.09,21295800.0,36.44,217900.0,1.01,117160.0
2012-07-03,413.09,39604310.0,486.95,14683870.0,69.21,35965900.0,36.34,324500.0,1.0,476550.0
2012-07-04,410.73,26185920.0,485.42,8391490.0,68.08,22174400.0,36.44,178300.0,1.0,65050.0
2012-07-05,413.83,28260180.0,488.82,9448850.0,69.81,37183900.0,36.66,323700.0,0.99,59950.0
